ingredient_name,ingredient_id,nafdac_url,page_scraped,ingredient_name_clean,is_combination,component_count,components
Itopride Hydrochloride,213,https://greenbook.nafdac.gov.ng/ingredient/products/213,24,Itopride Hydrochloride,False,1,Itopride
Itraconazole,521,https://greenbook.nafdac.gov.ng/ingredient/products/521,24,Itraconazole,False,1,Itraconazole
Ivabradine (Ivabradine Oxalate),1614,https://greenbook.nafdac.gov.ng/ingredient/products/1614,24,Ivabradine (Ivabradine Oxalate),False,1,Ivabradine
Ivermectin,578,https://greenbook.nafdac.gov.ng/ingredient/products/578,24,Ivermectin,False,1,Ivermectin
Ketamine (Ketamine Hydrochloride),129,https://greenbook.nafdac.gov.ng/ingredient/products/129,24,Ketamine (Ketamine Hydrochloride),False,1,Ketamine
Ketoconazole,522,https://greenbook.nafdac.gov.ng/ingredient/products/522,24,Ketoconazole,False,1,Ketoconazole
"KETOCONAZOLE, CLOBETASOL PROPIONATE, NEOMYCIN SULFATE,VIT. E",2356,https://greenbook.nafdac.gov.ng/ingredient/products/2356,25,"KETOCONAZOLE, CLOBETASOL PROPIONATE, NEOMYCIN SULFATE, VIT. E",True,4,KETOCONAZOLE | CLOBETASOL PROPIONATE | NEOMYCIN | VIT. E
Ketoconazole; Betamethasone; Gentamycin,2089,https://greenbook.nafdac.gov.ng/ingredient/products/2089,25,Ketoconazole; Betamethasone; Gentamycin,True,3,Ketoconazole | Betamethasone | Gentamycin
Ketoconazole; Clobetasol propionate; Neomycin sulphate,2190,https://greenbook.nafdac.gov.ng/ingredient/products/2190,25,Ketoconazole; Clobetasol propionate; Neomycin sulphate,True,3,Ketoconazole | Clobetasol propionate | Neomycin sulphate
Ketoconazole; Clobetasol propionate; Neomycin sulphate; Vitamin E,1648,https://greenbook.nafdac.gov.ng/ingredient/products/1648,25,Ketoconazole; Clobetasol propionate; Neomycin sulphate; Vitamin E,True,4,Ketoconazole | Clobetasol propionate | Neomycin sulphate | Vitamin E
Ketoconazole; Zinc Pryrithione,1640,https://greenbook.nafdac.gov.ng/ingredient/products/1640,25,Ketoconazole; Zinc Pryrithione,True,2,Ketoconazole | Zinc Pryrithione
Ketoprofen,84,https://greenbook.nafdac.gov.ng/ingredient/products/84,25,Ketoprofen,False,1,Ketoprofen
Ketorolac Trometamol,802,https://greenbook.nafdac.gov.ng/ingredient/products/802,25,Ketorolac Trometamol,False,1,Ketorolac Trometamol
Ketorolac Tromethamine,1881,https://greenbook.nafdac.gov.ng/ingredient/products/1881,25,Ketorolac Tromethamine,False,1,Ketorolac Tromethamine
Ketotifen (Ketotifen Fumarate),776,https://greenbook.nafdac.gov.ng/ingredient/products/776,25,Ketotifen (Ketotifen Fumarate),False,1,Ketotifen
Ketotifen Hydrogen Fumarate; Benzalkonium Chloride; Glycerol,1738,https://greenbook.nafdac.gov.ng/ingredient/products/1738,25,Ketotifen Hydrogen Fumarate; Benzalkonium Chloride; Glycerol,True,3,Ketotifen Hydrogen | Benzalkonium Chloride | Glycerol
Knee Caps and Pads,2019,https://greenbook.nafdac.gov.ng/ingredient/products/2019,25,Knee Caps and Pads,False,1,Knee Caps and Pads
Knee Stockings,2020,https://greenbook.nafdac.gov.ng/ingredient/products/2020,25,Knee Stockings,False,1,Knee Stockings
Korean Ginseng Extract; Ferrous Fumarate; Thiamine Hydrochloride; Riboflavin; Pyridoxine; Hydrochloride; Nicotinamide; Calcium D-Pantothenate; Cyanocobalamin,1732,https://greenbook.nafdac.gov.ng/ingredient/products/1732,25,Korean Ginseng Extract; Ferrous Fumarate; Thiamine Hydrochloride; Riboflavin; Pyridoxine; Hydrochloride; Nicotinamide; Calcium D-Pantothenate; Cyanocobalamin,True,9,Korean Ginseng Extract | Ferrous | Thiamine | Riboflavin | Pyridoxine | Nicotinamide | Calcium D-Pantothenate | Cyanocobalamin
L-Arginine HCl; L-Histidine HCl; L-Iso Leucine; L-Leucine; L-Lysine HCl; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Ascorbic Acid,1581,https://greenbook.nafdac.gov.ng/ingredient/products/1581,25,L-Arginine HCl; L-Histidine HCl; L-Iso Leucine; L-Leucine; L-Lysine HCl; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Ascorbic Acid,True,11,L-Arginine | L-Histidine | L-Iso Leucine | L-Leucine | L-Lysine | L-Methionine | L-Phenylalanine | L-Threonine | L-Tryptophan | L-Valine | Ascorbic Acid
"L-Arginine Hydrochloride; L-Histidine Hydrochloride Monohydrate; L-Leucine; L-Lysine Hydrochloride, L-Isoleucine; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Tocopheryl Acetate; Vitamin A; Cholecalciferol; Thiamine Hydrochloride; Calcium Pantothenate; Pyridoxine Hydrochloride'; Cyanocobalamin; Ascorbic Acid; Folic Acid; Riboflavin; Nicotinamide",1834,https://greenbook.nafdac.gov.ng/ingredient/products/1834,25,"L-Arginine Hydrochloride; L-Histidine Hydrochloride Monohydrate; L-Leucine; L-Lysine Hydrochloride, L-Isoleucine; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Tocopheryl Acetate; Vitamin A; Cholecalciferol; Thiamine Hydrochloride; Calcium Pantothenate; Pyridoxine Hydrochloride'; Cyanocobalamin; Ascorbic Acid; Folic Acid; Riboflavin; Nicotinamide",True,21,L-Arginine | L-Histidine | L-Leucine | L-Lysine | L-Isoleucine | L-Methionine | L-Phenylalanine | L-Threonine | L-Tryptophan | L-Valine | Tocopheryl | Vitamin A | Cholecalciferol | Thiamine | Calcium Pantothenate | Pyridoxine ' | Cyanocobalamin | Ascorbic Acid | Folic Acid | Riboflavin | Nicotinamide
L-Glutamic Acid; Thiamine Hydrochloride; Pyridoxine Hydrochloride; Cyanocobalamin,1833,https://greenbook.nafdac.gov.ng/ingredient/products/1833,25,L-Glutamic Acid; Thiamine Hydrochloride; Pyridoxine Hydrochloride; Cyanocobalamin,True,4,L-Glutamic Acid | Thiamine | Pyridoxine | Cyanocobalamin
L-Isoleucine; L-Leucine; L-Lysine Hydrochloride; L-Methionine; L-Phenylalanine; L- Threonine; L-Tryptophan; L-Valine; Thiamine Hydrochloride; Cholecalciferol; Riboflavin; Pyridoxine Hydrochloride; Nicotinamide; Calcium Pantothenate; Cyanocobalamin; Folic Acid; Ascorbic Acid ; Vitamin A; Alpha Tocopheryl acetate,1658,https://greenbook.nafdac.gov.ng/ingredient/products/1658,25,L-Isoleucine; L-Leucine; L-Lysine Hydrochloride; L-Methionine; L-Phenylalanine; L- Threonine; L-Tryptophan; L-Valine; Thiamine Hydrochloride; Cholecalciferol; Riboflavin; Pyridoxine Hydrochloride; Nicotinamide; Calcium Pantothenate; Cyanocobalamin; Folic Acid; Ascorbic Acid; Vitamin A; Alpha Tocopheryl acetate,True,19,L-Isoleucine | L-Leucine | L-Lysine | L-Methionine | L-Phenylalanine | L- Threonine | L-Tryptophan | L-Valine | Thiamine | Cholecalciferol | Riboflavin | Pyridoxine | Nicotinamide | Calcium Pantothenate | Cyanocobalamin | Folic Acid | Ascorbic Acid | Vitamin A | Alpha Tocopheryl
L-Isoleucine; L-Leucine; L-Lysine Hydrochloride; L-Methonine ; L-Phenylalanine ; L-Threonine ; L-Tryptophan ; L-Valine; Synthetic Retinol Concentrate (Oily form) ;Cholecalciferol ; Alpha Tocopheryl Acetate ;Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride ; Cyanocobalamine ; Nicotinamide ;Calcium Pantothenate; Folic Acid,2072,https://greenbook.nafdac.gov.ng/ingredient/products/2072,25,L-Isoleucine; L-Leucine; L-Lysine Hydrochloride; L-Methonine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Synthetic Retinol Concentrate (Oily form); Cholecalciferol; Alpha Tocopheryl Acetate; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Cyanocobalamine; Nicotinamide; Calcium Pantothenate; Folic Acid,True,18,L-Isoleucine | L-Leucine | L-Lysine | L-Methonine | L-Phenylalanine | L-Threonine | L-Tryptophan | L-Valine | Synthetic Retinol Concentrate | Cholecalciferol | Alpha Tocopheryl | Thiamine | Riboflavin | Pyridoxine | Cyanocobalamine | Nicotinamide | Calcium Pantothenate | Folic Acid
L-Leucine; Isoleucine; L-Lysine Hydrochloride; L-Phenylalanine; L-Tryptophan; L-Valine; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Nicotinamide; Calcium Pantothenate; Folic Acid; Ascorbic Acid; Vitamin A; Cholecalciferol; Alpha Tocopherol Acetate,1627,https://greenbook.nafdac.gov.ng/ingredient/products/1627,25,L-Leucine; Isoleucine; L-Lysine Hydrochloride; L-Phenylalanine; L-Tryptophan; L-Valine; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Nicotinamide; Calcium Pantothenate; Folic Acid; Ascorbic Acid; Vitamin A; Cholecalciferol; Alpha Tocopherol Acetate,True,16,L-Leucine | Isoleucine | L-Lysine | L-Phenylalanine | L-Tryptophan | L-Valine | Thiamine | Riboflavin | Pyridoxine | Nicotinamide | Calcium Pantothenate | Folic Acid | Ascorbic Acid | Vitamin A | Cholecalciferol | Alpha Tocopherol
L-Leucine; L-Isoleucine; L-Lysine Hydrochloride; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Vitamin A; Cholecalciferol; Alpha Tocopheryl Acetate; Thiamine Hydrochloride; Riboflavin; Nicotinamide; Calcium Pantothenate; Pyridoxine Hydrochloride; Cyanocobalamin; Ascorbic Acid; Folic Acid,1810,https://greenbook.nafdac.gov.ng/ingredient/products/1810,25,L-Leucine; L-Isoleucine; L-Lysine Hydrochloride; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Vitamin A; Cholecalciferol; Alpha Tocopheryl Acetate; Thiamine Hydrochloride; Riboflavin; Nicotinamide; Calcium Pantothenate; Pyridoxine Hydrochloride; Cyanocobalamin; Ascorbic Acid; Folic Acid,True,19,L-Leucine | L-Isoleucine | L-Lysine | L-Methionine | L-Phenylalanine | L-Threonine | L-Tryptophan | L-Valine | Vitamin A | Cholecalciferol | Alpha Tocopheryl | Thiamine | Riboflavin | Nicotinamide | Calcium Pantothenate | Pyridoxine | Cyanocobalamin | Ascorbic Acid | Folic Acid
L-Lysine ; Vitamin A; Vitamin B1; Vitamin B2; Vitamin B6; Vitamin B12; Vitamin C; Vitamin D3; Vitamin E; Biotin; Folic acid; Niacin; Pantothenic acid; Iodine; Iron; Magnesium; Manganese; Zinc,1449,https://greenbook.nafdac.gov.ng/ingredient/products/1449,25,L-Lysine; Vitamin A; Vitamin B1; Vitamin B2; Vitamin B6; Vitamin B12; Vitamin C; Vitamin D3; Vitamin E; Biotin; Folic acid; Niacin; Pantothenic acid; Iodine; Iron; Magnesium; Manganese; Zinc,True,18,L-Lysine | Vitamin A | Vitamin B1 | Vitamin B2 | Vitamin B6 | Vitamin B12 | Vitamin C | Vitamin D3 | Vitamin E | Biotin | Folic acid | Niacin | Pantothenic acid | Iodine | Iron | Magnesium | Manganese | Zinc
L-Lysine; Vitamin A; Vitamin D; Vitamin C; Nicotinamide; Vitamin B1; Vitamin B2; Vitamin B6; Vitamin B12; Calcium Pantothenate,1731,https://greenbook.nafdac.gov.ng/ingredient/products/1731,25,L-Lysine; Vitamin A; Vitamin D; Vitamin C; Nicotinamide; Vitamin B1; Vitamin B2; Vitamin B6; Vitamin B12; Calcium Pantothenate,True,10,L-Lysine | Vitamin A | Vitamin D | Vitamin C | Nicotinamide | Vitamin B1 | Vitamin B2 | Vitamin B6 | Vitamin B12 | Calcium Pantothenate
Labetalol Hydrochloride,241,https://greenbook.nafdac.gov.ng/ingredient/products/241,25,Labetalol Hydrochloride,False,1,Labetalol
Lacidipine,283,https://greenbook.nafdac.gov.ng/ingredient/products/283,25,Lacidipine,False,1,Lacidipine
Lactic acid bacillus,1225,https://greenbook.nafdac.gov.ng/ingredient/products/1225,25,Lactic acid bacillus,False,1,Lactic acid bacillus
Lactulose,202,https://greenbook.nafdac.gov.ng/ingredient/products/202,25,Lactulose,False,1,Lactulose
Lamivudine,582,https://greenbook.nafdac.gov.ng/ingredient/products/582,25,Lamivudine,False,1,Lamivudine
Lamivudine; Nevirapine; Stavudine,605,https://greenbook.nafdac.gov.ng/ingredient/products/605,25,Lamivudine; Nevirapine; Stavudine,True,3,Lamivudine | Nevirapine | Stavudine
Lamivudine; Nevirapine; Zidovudine,609,https://greenbook.nafdac.gov.ng/ingredient/products/609,25,Lamivudine; Nevirapine; Zidovudine,True,3,Lamivudine | Nevirapine | Zidovudine
Lamivudine; Stavudine,1246,https://greenbook.nafdac.gov.ng/ingredient/products/1246,25,Lamivudine; Stavudine,True,2,Lamivudine | Stavudine
Lamivudine; Tenofovir Disoproxil Fumarate,606,https://greenbook.nafdac.gov.ng/ingredient/products/606,25,Lamivudine; Tenofovir Disoproxil Fumarate,True,2,Lamivudine | Tenofovir Disoproxil
Lamivudine; Zidovudine,608,https://greenbook.nafdac.gov.ng/ingredient/products/608,25,Lamivudine; Zidovudine,True,2,Lamivudine | Zidovudine
Lamivudine; Zidovudine; Efavirenz,1206,https://greenbook.nafdac.gov.ng/ingredient/products/1206,25,Lamivudine; Zidovudine; Efavirenz,True,3,Lamivudine | Zidovudine | Efavirenz
Lamotrigine,1256,https://greenbook.nafdac.gov.ng/ingredient/products/1256,25,Lamotrigine,False,1,Lamotrigine
Lancets,2147,https://greenbook.nafdac.gov.ng/ingredient/products/2147,25,Lancets,False,1,Lancets
Lansoprazole,173,https://greenbook.nafdac.gov.ng/ingredient/products/173,25,Lansoprazole,False,1,Lansoprazole
Lansoprazole; Clarithromycin; Tinidazole,174,https://greenbook.nafdac.gov.ng/ingredient/products/174,25,Lansoprazole; Clarithromycin; Tinidazole,True,3,Lansoprazole | Clarithromycin | Tinidazole
Latanoprost,792,https://greenbook.nafdac.gov.ng/ingredient/products/792,25,Latanoprost,False,1,Latanoprost
Latanoprost; Timolol (Timolol Maleate),796,https://greenbook.nafdac.gov.ng/ingredient/products/796,25,Latanoprost; Timolol (Timolol Maleate),True,2,Latanoprost | Timolol
Leflunomide,1518,https://greenbook.nafdac.gov.ng/ingredient/products/1518,25,Leflunomide,False,1,Leflunomide
Leptospira vaccines,1756,https://greenbook.nafdac.gov.ng/ingredient/products/1756,25,Leptospira vaccines,False,1,Leptospira vaccines
Letrozole,747,https://greenbook.nafdac.gov.ng/ingredient/products/747,25,Letrozole,False,1,Letrozole
Leuprorelin,744,https://greenbook.nafdac.gov.ng/ingredient/products/744,25,Leuprorelin,False,1,Leuprorelin
Levamisole (Levamisole Hydrochloride),574,https://greenbook.nafdac.gov.ng/ingredient/products/574,25,Levamisole (Levamisole Hydrochloride),False,1,Levamisole
Levamlodipine (Levamlodipine Besilate),1569,https://greenbook.nafdac.gov.ng/ingredient/products/1569,25,Levamlodipine (Levamlodipine Besilate),False,1,Levamlodipine
Levetiracetam,37,https://greenbook.nafdac.gov.ng/ingredient/products/37,25,Levetiracetam,False,1,Levetiracetam
Levocetirizine Dihydrochloride,417,https://greenbook.nafdac.gov.ng/ingredient/products/417,25,Levocetirizine Dihydrochloride,False,1,Levocetirizine Dihydrochloride
Levodopa; Carbidopa,29,https://greenbook.nafdac.gov.ng/ingredient/products/29,25,Levodopa; Carbidopa,True,2,Levodopa | Carbidopa
Levofloxacin,2184,https://greenbook.nafdac.gov.ng/ingredient/products/2184,25,Levofloxacin,False,1,Levofloxacin
Levofloxacin (Levofloxacin Hemihydrate),464,https://greenbook.nafdac.gov.ng/ingredient/products/464,25,Levofloxacin (Levofloxacin Hemihydrate),False,1,Levofloxacin
Levofloxacin Hydrochloride,1840,https://greenbook.nafdac.gov.ng/ingredient/products/1840,26,Levofloxacin Hydrochloride,False,1,Levofloxacin
Levofloxacin; Ornidazole,1286,https://greenbook.nafdac.gov.ng/ingredient/products/1286,26,Levofloxacin; Ornidazole,True,2,Levofloxacin | Ornidazole
Levonorgestrel,683,https://greenbook.nafdac.gov.ng/ingredient/products/683,26,Levonorgestrel,False,1,Levonorgestrel
Levothyroxine Sodium,639,https://greenbook.nafdac.gov.ng/ingredient/products/639,26,Levothyroxine Sodium,False,1,Levothyroxine
Lidocain Hydrochloride; Adrenaline; Methyl Paraben; Water for injection,1845,https://greenbook.nafdac.gov.ng/ingredient/products/1845,26,Lidocain Hydrochloride; Adrenaline; Methyl Paraben; Water for injection,True,4,Lidocain | Adrenaline | Methyl Paraben | Water for injection
Lidocain Hydrochloride; Adrenaline; Sodium Chloride; Methyl Paraben,1977,https://greenbook.nafdac.gov.ng/ingredient/products/1977,26,Lidocain Hydrochloride; Adrenaline; Sodium Chloride; Methyl Paraben,True,4,Lidocain | Adrenaline | Chloride | Methyl Paraben
Lidocaine Hydrochloride,146,https://greenbook.nafdac.gov.ng/ingredient/products/146,26,Lidocaine Hydrochloride,False,1,Lidocaine
Lidocaine Hydrochloride; Cetrimide,1384,https://greenbook.nafdac.gov.ng/ingredient/products/1384,26,Lidocaine Hydrochloride; Cetrimide,True,2,Lidocaine | Cetrimide
Lidocaine Hydrochloride; Chlorhexidine,1357,https://greenbook.nafdac.gov.ng/ingredient/products/1357,26,Lidocaine Hydrochloride; Chlorhexidine,True,2,Lidocaine | Chlorhexidine
Lidocaine Hydrochloride; Dextrose,1456,https://greenbook.nafdac.gov.ng/ingredient/products/1456,26,Lidocaine Hydrochloride; Dextrose,True,2,Lidocaine | Dextrose
Lidocaine Hydrochloride; Epinephrine,147,https://greenbook.nafdac.gov.ng/ingredient/products/147,26,Lidocaine Hydrochloride; Epinephrine,True,2,Lidocaine | Epinephrine
Light Kaolin,197,https://greenbook.nafdac.gov.ng/ingredient/products/197,26,Light Kaolin,False,1,Light Kaolin
Light Kaolin; Magnesium carbonate; Sodium bicarbonate,1091,https://greenbook.nafdac.gov.ng/ingredient/products/1091,26,Light Kaolin; Magnesium carbonate; Sodium bicarbonate,True,3,Light Kaolin | Magnesium carbonate | bicarbonate
Linagliptin,1222,https://greenbook.nafdac.gov.ng/ingredient/products/1222,26,Linagliptin,False,1,Linagliptin
Lincomycin (Lincomycin Hydrochloride),495,https://greenbook.nafdac.gov.ng/ingredient/products/495,26,Lincomycin (Lincomycin Hydrochloride),False,1,Lincomycin
Linezolid,1700,https://greenbook.nafdac.gov.ng/ingredient/products/1700,26,Linezolid,False,1,Linezolid
Liothyronine,1485,https://greenbook.nafdac.gov.ng/ingredient/products/1485,26,Liothyronine,False,1,Liothyronine
Lippes Loop,1005,https://greenbook.nafdac.gov.ng/ingredient/products/1005,26,Lippes Loop,False,1,Lippes Loop
Liquid paraffin,203,https://greenbook.nafdac.gov.ng/ingredient/products/203,26,Liquid paraffin,False,1,Liquid paraffin
Liraglutide,2065,https://greenbook.nafdac.gov.ng/ingredient/products/2065,26,Liraglutide,False,1,Liraglutide
Lisinopril,250,https://greenbook.nafdac.gov.ng/ingredient/products/250,26,Lisinopril,False,1,Lisinopril
Lisinopril Dihydrate,2250,https://greenbook.nafdac.gov.ng/ingredient/products/2250,26,Lisinopril Dihydrate,False,1,Lisinopril
Lisinopril; Hydrochlorothiazide,251,https://greenbook.nafdac.gov.ng/ingredient/products/251,26,Lisinopril; Hydrochlorothiazide,True,2,Lisinopril | Hydrochlorothiazide
Lithium,26,https://greenbook.nafdac.gov.ng/ingredient/products/26,26,Lithium,False,1,Lithium
"Live canine distemper virus; Live canine adenovirus (hepatitis virus); Live canine parainfluenza virus; Live canine parvovirus; Inactivated leptospira, Vaccine",2238,https://greenbook.nafdac.gov.ng/ingredient/products/2238,26,"Live canine distemper virus; Live canine adenovirus (hepatitis virus); Live canine parainfluenza virus; Live canine parvovirus; Inactivated leptospira, Vaccine",True,6,Live canine distemper virus | Live canine adenovirus | Live canine parainfluenza virus | Live canine parvovirus | Inactivated leptospira | Vaccine
Liver extract; Vit B1; Vit B2; Nicotinamide; Vit B6; Dexpanthenol; Vit B12; Iron (III) ammonium citrate; Quinine HCl; Copper II chloride,1800,https://greenbook.nafdac.gov.ng/ingredient/products/1800,26,Liver extract; Vit B1; Vit B2; Nicotinamide; Vit B6; Dexpanthenol; Vit B12; Iron (III) ammonium citrate; Quinine HCl; Copper II chloride,True,10,Liver extract | Vit B1 | Vit B2 | Nicotinamide | Vit B6 | Dexpanthenol | Vit B12 | Iron  ammonium | Quinine | Copper II chloride
Lomefloxacin hydrochloride,1233,https://greenbook.nafdac.gov.ng/ingredient/products/1233,26,Lomefloxacin hydrochloride,False,1,Lomefloxacin
Loperamide,2269,https://greenbook.nafdac.gov.ng/ingredient/products/2269,26,Loperamide,False,1,Loperamide
Loperamide Hydrochloride,195,https://greenbook.nafdac.gov.ng/ingredient/products/195,26,Loperamide Hydrochloride,False,1,Loperamide
Lopinavir; Ritonavir,597,https://greenbook.nafdac.gov.ng/ingredient/products/597,26,Lopinavir; Ritonavir,True,2,Lopinavir | Ritonavir
Loratadine,419,https://greenbook.nafdac.gov.ng/ingredient/products/419,26,Loratadine,False,1,Loratadine
Loratadine; Pseudoephedrine HCl,1796,https://greenbook.nafdac.gov.ng/ingredient/products/1796,26,Loratadine; Pseudoephedrine HCl,True,2,Loratadine | Pseudoephedrine
Lorazepam,6,https://greenbook.nafdac.gov.ng/ingredient/products/6,26,Lorazepam,False,1,Lorazepam
Lornoxicam,990,https://greenbook.nafdac.gov.ng/ingredient/products/990,26,Lornoxicam,False,1,Lornoxicam
Losartan,2246,https://greenbook.nafdac.gov.ng/ingredient/products/2246,26,Losartan,False,1,Losartan
Losartan Potassium,263,https://greenbook.nafdac.gov.ng/ingredient/products/263,26,Losartan Potassium,False,1,Losartan
Losartan Potassium; Amlodipine; Hydrochlorothiazide,1693,https://greenbook.nafdac.gov.ng/ingredient/products/1693,26,Losartan Potassium; Amlodipine; Hydrochlorothiazide,True,3,Losartan | Amlodipine | Hydrochlorothiazide
Losartan Potassium; Hydrochlorothiazide,264,https://greenbook.nafdac.gov.ng/ingredient/products/264,26,Losartan Potassium; Hydrochlorothiazide,True,2,Losartan | Hydrochlorothiazide
Lotion,2163,https://greenbook.nafdac.gov.ng/ingredient/products/2163,26,Lotion,False,1,Lotion
Lovastatin,1262,https://greenbook.nafdac.gov.ng/ingredient/products/1262,26,Lovastatin,False,1,Lovastatin
Lubricants,1007,https://greenbook.nafdac.gov.ng/ingredient/products/1007,26,Lubricants,False,1,Lubricants
Lutein; Vitamin A,1017,https://greenbook.nafdac.gov.ng/ingredient/products/1017,26,Lutein; Vitamin A,True,2,Lutein | Vitamin A
Lutein; Zeaxanthin; Vitamin A; Vitamin C; Vitamin E; Zinc,1445,https://greenbook.nafdac.gov.ng/ingredient/products/1445,26,Lutein; Zeaxanthin; Vitamin A; Vitamin C; Vitamin E; Zinc,True,6,Lutein | Zeaxanthin | Vitamin A | Vitamin C | Vitamin E | Zinc
Lycopene; Copper; Folic acid; Vitamin C; Iodine as Potassium iodide; Manganese chloride; Mecobalamin; Nicotinamide; Vitamin E; Vitamin A; Vitamin B1; Vitamin B6; Zinc sulphate,2068,https://greenbook.nafdac.gov.ng/ingredient/products/2068,26,Lycopene; Copper; Folic acid; Vitamin C; Iodine as Potassium iodide; Manganese chloride; Mecobalamin; Nicotinamide; Vitamin E; Vitamin A; Vitamin B1; Vitamin B6; Zinc sulphate,True,13,Lycopene | Copper | Folic acid | Vitamin C | Iodine as  iodide | Manganese chloride | Mecobalamin | Nicotinamide | Vitamin E | Vitamin A | Vitamin B1 | Vitamin B6 | Zinc sulphate
Lycopene; Vitamins; Minerals,2243,https://greenbook.nafdac.gov.ng/ingredient/products/2243,26,Lycopene; Vitamins; Minerals,True,3,Lycopene | Vitamins | Minerals
Lynestrenol,1174,https://greenbook.nafdac.gov.ng/ingredient/products/1174,26,Lynestrenol,False,1,Lynestrenol
Lynparza,2313,https://greenbook.nafdac.gov.ng/ingredient/products/2313,26,Lynparza,False,1,Lynparza
Magaldrate (Hydroxymagnesium Aluminate Complex); Simeticone,155,https://greenbook.nafdac.gov.ng/ingredient/products/155,26,Magaldrate (Hydroxymagnesium Aluminate Complex); Simeticone,True,2,Magaldrate | Simeticone
Magaldrate; Simeticone; Oxethazaine,1227,https://greenbook.nafdac.gov.ng/ingredient/products/1227,26,Magaldrate; Simeticone; Oxethazaine,True,3,Magaldrate | Simeticone | Oxethazaine
Magnesium hydroxide,164,https://greenbook.nafdac.gov.ng/ingredient/products/164,26,Magnesium hydroxide,False,1,Magnesium hydroxide
"Magnesium Hydroxide, Magnesium Trisilicate, Calcium Carbonate, Simethicone",2256,https://greenbook.nafdac.gov.ng/ingredient/products/2256,27,"Magnesium Hydroxide, Magnesium Trisilicate, Calcium Carbonate, Simethicone",True,4,Magnesium Hydroxide | Magnesium Trisilicate | Calcium Carbonate | Simethicone
Magnesium hydroxide; Alginic acid,165,https://greenbook.nafdac.gov.ng/ingredient/products/165,27,Magnesium hydroxide; Alginic acid,True,2,Magnesium hydroxide | Alginic acid
Magnesium hydroxide; Magnesium trisilicate; Calcium carbonate; Simeticone,166,https://greenbook.nafdac.gov.ng/ingredient/products/166,27,Magnesium hydroxide; Magnesium trisilicate; Calcium carbonate; Simeticone,True,4,Magnesium hydroxide | Magnesium trisilicate | Calcium carbonate | Simeticone
Magnesium Hydroxide; Sodium Hydrogen Carbonate,1292,https://greenbook.nafdac.gov.ng/ingredient/products/1292,27,Magnesium Hydroxide; Sodium Hydrogen Carbonate,True,2,Magnesium Hydroxide | Hydrogen Carbonate
Magnesium sulfate,204,https://greenbook.nafdac.gov.ng/ingredient/products/204,27,Magnesium sulfate,False,1,Magnesium
Magnesium supplement,1440,https://greenbook.nafdac.gov.ng/ingredient/products/1440,27,Magnesium supplement,False,1,Magnesium supplement
"MAGNESIUM TRISILICATE 100KG, LIGHT MAGNESIUM CARBONATE 100KG, SODIUM BICARBONATE 100KG",2306,https://greenbook.nafdac.gov.ng/ingredient/products/2306,27,"MAGNESIUM TRISILICATE 100KG, LIGHT MAGNESIUM CARBONATE 100KG, SODIUM BICARBONATE 100KG",True,3,MAGNESIUM TRISILICATE 100KG | LIGHT MAGNESIUM CARBONATE 100KG | BICARBONATE 100KG
Magnesium Trisilicate; Calcium Carbonate,2310,https://greenbook.nafdac.gov.ng/ingredient/products/2310,27,Magnesium Trisilicate; Calcium Carbonate,True,2,Magnesium Trisilicate | Calcium Carbonate
Magnesium trisilicate; Dried Aluminium hydroxide,1635,https://greenbook.nafdac.gov.ng/ingredient/products/1635,27,Magnesium trisilicate; Dried Aluminium hydroxide,True,2,Magnesium trisilicate | Dried Aluminium hydroxide
Magnesium Trisilicate; Dried Aluminum Hydroxide,2073,https://greenbook.nafdac.gov.ng/ingredient/products/2073,27,Magnesium Trisilicate; Dried Aluminum Hydroxide,True,2,Magnesium Trisilicate | Dried Aluminum Hydroxide
Magnesium trisilicate; Light magnesium carbonate; Sodium bicarbonate; Aluminium magnesium silicate,1253,https://greenbook.nafdac.gov.ng/ingredient/products/1253,27,Magnesium trisilicate; Light magnesium carbonate; Sodium bicarbonate; Aluminium magnesium silicate,True,4,Magnesium trisilicate | Light magnesium carbonate | bicarbonate | Aluminium magnesium silicate
Magnesium trisilicate; Magnesium carbonate; Sodium bicarbonate,167,https://greenbook.nafdac.gov.ng/ingredient/products/167,27,Magnesium trisilicate; Magnesium carbonate; Sodium bicarbonate,True,3,Magnesium trisilicate | Magnesium carbonate | bicarbonate
Malaria Test,1989,https://greenbook.nafdac.gov.ng/ingredient/products/1989,27,Malaria Test,False,1,Malaria Test
Mannitol,236,https://greenbook.nafdac.gov.ng/ingredient/products/236,27,Mannitol,False,1,Mannitol
