ingredient_name,ingredient_id,nafdac_url,page_scraped,ingredient_name_clean,is_combination,component_count,components
Propyphenazone; Caffeine,1241,https://greenbook.nafdac.gov.ng/ingredient/products/1241,35,Propyphenazone; Caffeine,True,2,Propyphenazone | Caffeine
Protamine sulfate,337,https://greenbook.nafdac.gov.ng/ingredient/products/337,35,Protamine sulfate,False,1,Protamine
Protein; Fat; Amino Acids; Vitamins,1937,https://greenbook.nafdac.gov.ng/ingredient/products/1937,35,Protein; Fat; Amino Acids; Vitamins,True,4,Protein | Fat | Amino Acids | Vitamins
Protirelin,1512,https://greenbook.nafdac.gov.ng/ingredient/products/1512,35,Protirelin,False,1,Protirelin
Provimin,1679,https://greenbook.nafdac.gov.ng/ingredient/products/1679,35,Provimin,False,1,Provimin
Prussian blue,964,https://greenbook.nafdac.gov.ng/ingredient/products/964,35,Prussian blue,False,1,Prussian blue
Pseudoephedrine Hydrochloride,823,https://greenbook.nafdac.gov.ng/ingredient/products/823,35,Pseudoephedrine Hydrochloride,False,1,Pseudoephedrine
Pseudoephedrine Hydrochloride; Chlorphenamine Maleate,1033,https://greenbook.nafdac.gov.ng/ingredient/products/1033,35,Pseudoephedrine Hydrochloride; Chlorphenamine Maleate,True,2,Pseudoephedrine | Chlorphenamine
Pseudoephedrine Hydrochloride; Chlorphenamine Maleate; Dextromethorphan,1035,https://greenbook.nafdac.gov.ng/ingredient/products/1035,35,Pseudoephedrine Hydrochloride; Chlorphenamine Maleate; Dextromethorphan,True,3,Pseudoephedrine | Chlorphenamine | Dextromethorphan
Pseudoephedrine Hydrochloride; Chlorphenamine Maleate; Menthol,1236,https://greenbook.nafdac.gov.ng/ingredient/products/1236,35,Pseudoephedrine Hydrochloride; Chlorphenamine Maleate; Menthol,True,3,Pseudoephedrine | Chlorphenamine | Menthol
Pseudoephedrine Hydrochloride; Chlorpheniramine maleate; Dextromethorphan HBr,1897,https://greenbook.nafdac.gov.ng/ingredient/products/1897,35,Pseudoephedrine Hydrochloride; Chlorpheniramine maleate; Dextromethorphan HBr,True,3,Pseudoephedrine | Chlorpheniramine | Dextromethorphan HBr
Pseudoephedrine Hydrochloride; Diphenhydramine Hydrochloride; Sodium Citrate; Menthol,1739,https://greenbook.nafdac.gov.ng/ingredient/products/1739,35,Pseudoephedrine Hydrochloride; Diphenhydramine Hydrochloride; Sodium Citrate; Menthol,True,4,Pseudoephedrine | Diphenhydramine | Menthol
Pseudoephedrine Hydrochloride; Triprolidine,825,https://greenbook.nafdac.gov.ng/ingredient/products/825,35,Pseudoephedrine Hydrochloride; Triprolidine,True,2,Pseudoephedrine | Triprolidine
Pseudoephedrine Hydrochloride; Triprolidine; Codeine Phosphate; Potassium guaiacolsulfonate,1045,https://greenbook.nafdac.gov.ng/ingredient/products/1045,35,Pseudoephedrine Hydrochloride; Triprolidine; Codeine Phosphate; Potassium guaiacolsulfonate,True,4,Pseudoephedrine | Triprolidine | Codeine | guaiacolsulfonate
Pseudoephedrine; Bromhexine (Bromhexine Hydrochloride),824,https://greenbook.nafdac.gov.ng/ingredient/products/824,35,Pseudoephedrine; Bromhexine (Bromhexine Hydrochloride),True,2,Pseudoephedrine | Bromhexine
Pulvis Glycyrrhiza; Menthol; Eucalyptus Oil;  Kreostum; Oleum Menthe Piperitae; Oleum Anisi; Liquid Tolu; Capsicum Tincture,2045,https://greenbook.nafdac.gov.ng/ingredient/products/2045,35,Pulvis Glycyrrhiza; Menthol; Eucalyptus Oil; Kreostum; Oleum Menthe Piperitae; Oleum Anisi; Liquid Tolu; Capsicum Tincture,True,8,Pulvis Glycyrrhiza | Menthol | Eucalyptus Oil | Kreostum | Oleum Menthe Piperitae | Oleum Anisi | Liquid Tolu | Capsicum Tincture
Pulvis Glycyrrhiza; Menthol; Eucalyptus Oil; Kreostum; Oleum Menthe Piperitae; Oleum Anisi;  Liquid Tolu; Capsicum Tincture,2041,https://greenbook.nafdac.gov.ng/ingredient/products/2041,35,Pulvis Glycyrrhiza; Menthol; Eucalyptus Oil; Kreostum; Oleum Menthe Piperitae; Oleum Anisi; Liquid Tolu; Capsicum Tincture,True,8,Pulvis Glycyrrhiza | Menthol | Eucalyptus Oil | Kreostum | Oleum Menthe Piperitae | Oleum Anisi | Liquid Tolu | Capsicum Tincture
Purified Tetanus toxoid; Purified Diphtheria Toxoid;  Inactivated B.Pertusis; HBsAg,1781,https://greenbook.nafdac.gov.ng/ingredient/products/1781,35,Purified Tetanus toxoid; Purified Diphtheria Toxoid; Inactivated B.Pertusis; HBsAg,True,4,Purified Tetanus toxoid | Purified Diphtheria Toxoid | Inactivated B.Pertusis | HBsAg
Purified Vi-Capsular Polysaccharide of S. typhi Ty2 conjugated to Tetanus Toxoid,1782,https://greenbook.nafdac.gov.ng/ingredient/products/1782,35,Purified Vi-Capsular Polysaccharide of S. typhi Ty2 conjugated to Tetanus Toxoid,False,1,Purified Vi-Capsular Polysaccharide of S. typhi Ty2 conjugated to Tetanus Toxoid
Pyrantel (Pyrantel Pamoate),576,https://greenbook.nafdac.gov.ng/ingredient/products/576,35,Pyrantel (Pyrantel Pamoate),False,1,Pyrantel
Pyrazinamide,504,https://greenbook.nafdac.gov.ng/ingredient/products/504,35,Pyrazinamide,False,1,Pyrazinamide
Pyridostigmine,112,https://greenbook.nafdac.gov.ng/ingredient/products/112,35,Pyridostigmine,False,1,Pyridostigmine
Pyridoxine HCl; Ferrous fumarate; Riboflavine; Thiamine HCl; Nicotinamide; Calciun D pantithenate; Cyanocobalamin; Ascorbic acid,1659,https://greenbook.nafdac.gov.ng/ingredient/products/1659,35,Pyridoxine HCl; Ferrous fumarate; Riboflavine; Thiamine HCl; Nicotinamide; Calciun D pantithenate; Cyanocobalamin; Ascorbic acid,True,8,Pyridoxine | Ferrous | Riboflavine | Thiamine | Nicotinamide | Calciun D pantithenate | Cyanocobalamin | Ascorbic acid
Pyridoxine Hydrochloride,353,https://greenbook.nafdac.gov.ng/ingredient/products/353,35,Pyridoxine Hydrochloride,False,1,Pyridoxine
Pyridoxine Hydrochloride; Metylcobalamin; Alpha Lipoic Acid; Benfotiamine; Inositol,2030,https://greenbook.nafdac.gov.ng/ingredient/products/2030,35,Pyridoxine Hydrochloride; Metylcobalamin; Alpha Lipoic Acid; Benfotiamine; Inositol,True,5,Pyridoxine | Metylcobalamin | Alpha Lipoic Acid | Benfotiamine | Inositol
Pyrimethamine,569,https://greenbook.nafdac.gov.ng/ingredient/products/569,35,Pyrimethamine,False,1,Pyrimethamine
Quetiapine (Quetiapine Fumarate),1205,https://greenbook.nafdac.gov.ng/ingredient/products/1205,36,Quetiapine (Quetiapine Fumarate),False,1,Quetiapine
Quinidine,290,https://greenbook.nafdac.gov.ng/ingredient/products/290,36,Quinidine,False,1,Quinidine
Quinine,543,https://greenbook.nafdac.gov.ng/ingredient/products/543,36,Quinine,False,1,Quinine
Quinine Dihydrochloride,1612,https://greenbook.nafdac.gov.ng/ingredient/products/1612,36,Quinine Dihydrochloride,False,1,Quinine Dihydrochloride
Quinine Hydrochloride,1615,https://greenbook.nafdac.gov.ng/ingredient/products/1615,36,Quinine Hydrochloride,False,1,Quinine
Quinine Sulfate,1613,https://greenbook.nafdac.gov.ng/ingredient/products/1613,36,Quinine Sulfate,False,1,Quinine
Rabeprazole,1951,https://greenbook.nafdac.gov.ng/ingredient/products/1951,36,Rabeprazole,False,1,Rabeprazole
Rabeprazole Sodium,179,https://greenbook.nafdac.gov.ng/ingredient/products/179,36,Rabeprazole Sodium,False,1,Rabeprazole
Rabeprazole; Clarithromycin; Amoxicillin,180,https://greenbook.nafdac.gov.ng/ingredient/products/180,36,Rabeprazole; Clarithromycin; Amoxicillin,True,3,Rabeprazole | Clarithromycin | Amoxicillin
Rabeprazole; Clarithromycin; Tinidazole,1362,https://greenbook.nafdac.gov.ng/ingredient/products/1362,36,Rabeprazole; Clarithromycin; Tinidazole,True,3,Rabeprazole | Clarithromycin | Tinidazole
Rabeprazole; Domperidone,211,https://greenbook.nafdac.gov.ng/ingredient/products/211,36,Rabeprazole; Domperidone,True,2,Rabeprazole | Domperidone
Rabies immunoglobulin,947,https://greenbook.nafdac.gov.ng/ingredient/products/947,36,Rabies immunoglobulin,False,1,Rabies immunoglobulin
Rabies vaccine (inactivated),937,https://greenbook.nafdac.gov.ng/ingredient/products/937,36,Rabies vaccine (inactivated),False,1,Rabies vaccine
Racecadotril,1226,https://greenbook.nafdac.gov.ng/ingredient/products/1226,36,Racecadotril,False,1,Racecadotril
Raltegravir,1177,https://greenbook.nafdac.gov.ng/ingredient/products/1177,36,Raltegravir,False,1,Raltegravir
Ramipril,255,https://greenbook.nafdac.gov.ng/ingredient/products/255,36,Ramipril,False,1,Ramipril
Ramipril; Felodipine,256,https://greenbook.nafdac.gov.ng/ingredient/products/256,36,Ramipril; Felodipine,True,2,Ramipril | Felodipine
Ramipril; Hydrochlorothiazide,257,https://greenbook.nafdac.gov.ng/ingredient/products/257,36,Ramipril; Hydrochlorothiazide,True,2,Ramipril | Hydrochlorothiazide
Ranibizumab,806,https://greenbook.nafdac.gov.ng/ingredient/products/806,36,Ranibizumab,False,1,Ranibizumab
Ranitidine (Ranitidine Hydrochloride),181,https://greenbook.nafdac.gov.ng/ingredient/products/181,36,Ranitidine (Ranitidine Hydrochloride),False,1,Ranitidine
Ranolazine,294,https://greenbook.nafdac.gov.ng/ingredient/products/294,36,Ranolazine,False,1,Ranolazine
Reagent Solutions,2173,https://greenbook.nafdac.gov.ng/ingredient/products/2173,36,Reagent Solutions,False,1,Reagent Solutions
Recombinant Hepatitis B Vaccine,1777,https://greenbook.nafdac.gov.ng/ingredient/products/1777,36,Recombinant Hepatitis B Vaccine,False,1,Recombinant Hepatitis B Vaccine
Recombinant human Epidermal Growth Factor,899,https://greenbook.nafdac.gov.ng/ingredient/products/899,36,Recombinant human Epidermal Growth Factor,False,1,Recombinant human Epidermal Growth Factor
Recombinant Human Follicle Stimulating Hormone (Follitropin Alfa),2001,https://greenbook.nafdac.gov.ng/ingredient/products/2001,36,Recombinant Human Follicle Stimulating Hormone (Follitropin Alfa),False,1,Recombinant Human Follicle Stimulating Hormone
Recombinant Insulin Glargine,2103,https://greenbook.nafdac.gov.ng/ingredient/products/2103,36,Recombinant Insulin Glargine,False,1,Recombinant Insulin Glargine
"Recombinant Turkey Herpes virus, strain vhvt013-69, Live",1766,https://greenbook.nafdac.gov.ng/ingredient/products/1766,36,"Recombinant Turkey Herpes virus, strain vhvt013-69, Live",True,3,Recombinant Turkey Herpes virus | strain vhvt013-69 | Live
Reserpine; Clopamide; Dihydroergocristine,249,https://greenbook.nafdac.gov.ng/ingredient/products/249,36,Reserpine; Clopamide; Dihydroergocristine,True,3,Reserpine | Clopamide | Dihydroergocristine
Respiratory Exerciser,2152,https://greenbook.nafdac.gov.ng/ingredient/products/2152,36,Respiratory Exerciser,False,1,Respiratory Exerciser
Retapamulin,837,https://greenbook.nafdac.gov.ng/ingredient/products/837,36,Retapamulin,False,1,Retapamulin
Retinol,354,https://greenbook.nafdac.gov.ng/ingredient/products/354,36,Retinol,False,1,Retinol
Rhizoma coptidis; Radix aucklandiae; Tetradium ruticarpum,1965,https://greenbook.nafdac.gov.ng/ingredient/products/1965,36,Rhizoma coptidis; Radix aucklandiae; Tetradium ruticarpum,True,3,Rhizoma coptidis | Radix aucklandiae | Tetradium ruticarpum
rHU- Follicle Stimulating Hormone,1867,https://greenbook.nafdac.gov.ng/ingredient/products/1867,36,rHU- Follicle Stimulating Hormone,False,1,rHU- Follicle Stimulating Hormone
Ribavirin,611,https://greenbook.nafdac.gov.ng/ingredient/products/611,36,Ribavirin,False,1,Ribavirin
Ribociclib (Ribociclib succinate),1797,https://greenbook.nafdac.gov.ng/ingredient/products/1797,36,Ribociclib (Ribociclib succinate),False,1,Ribociclib
Riboflavin,355,https://greenbook.nafdac.gov.ng/ingredient/products/355,36,Riboflavin,False,1,Riboflavin
Rifabutin,505,https://greenbook.nafdac.gov.ng/ingredient/products/505,36,Rifabutin,False,1,Rifabutin
Rifampicin,500,https://greenbook.nafdac.gov.ng/ingredient/products/500,36,Rifampicin,False,1,Rifampicin
Rifampicin; Isoniazid,506,https://greenbook.nafdac.gov.ng/ingredient/products/506,36,Rifampicin; Isoniazid,True,2,Rifampicin | Isoniazid
Rifampicin; Isoniazid; Ethambutol Hydrochloride,507,https://greenbook.nafdac.gov.ng/ingredient/products/507,36,Rifampicin; Isoniazid; Ethambutol Hydrochloride,True,3,Rifampicin | Isoniazid | Ethambutol
Rifampicin; Isoniazid; Pyrazinamide,508,https://greenbook.nafdac.gov.ng/ingredient/products/508,36,Rifampicin; Isoniazid; Pyrazinamide,True,3,Rifampicin | Isoniazid | Pyrazinamide
Rifapentine,1465,https://greenbook.nafdac.gov.ng/ingredient/products/1465,36,Rifapentine,False,1,Rifapentine
Rilpivirine,1248,https://greenbook.nafdac.gov.ng/ingredient/products/1248,36,Rilpivirine,False,1,Rilpivirine
Risedronic acid,1294,https://greenbook.nafdac.gov.ng/ingredient/products/1294,36,Risedronic acid,False,1,Risedronic acid
Risperidone,16,https://greenbook.nafdac.gov.ng/ingredient/products/16,36,Risperidone,False,1,Risperidone
Ritonavir,599,https://greenbook.nafdac.gov.ng/ingredient/products/599,36,Ritonavir,False,1,Ritonavir
Rituximab,1273,https://greenbook.nafdac.gov.ng/ingredient/products/1273,36,Rituximab,False,1,Rituximab
Rituximab hyaluronidase (SC formulation),1330,https://greenbook.nafdac.gov.ng/ingredient/products/1330,36,Rituximab hyaluronidase (SC formulation),False,1,Rituximab hyaluronidase
Rivaroxaban,298,https://greenbook.nafdac.gov.ng/ingredient/products/298,36,Rivaroxaban,False,1,Rivaroxaban
Rocuronium Bromide,1957,https://greenbook.nafdac.gov.ng/ingredient/products/1957,36,Rocuronium Bromide,False,1,Rocuronium Bromide
Roflumilast,399,https://greenbook.nafdac.gov.ng/ingredient/products/399,37,Roflumilast,False,1,Roflumilast
Ropinirole,33,https://greenbook.nafdac.gov.ng/ingredient/products/33,37,Ropinirole,False,1,Ropinirole
Rosuvastatin,1862,https://greenbook.nafdac.gov.ng/ingredient/products/1862,37,Rosuvastatin,False,1,Rosuvastatin
Rosuvastatin (Rosuvastatin Calcium),304,https://greenbook.nafdac.gov.ng/ingredient/products/304,37,Rosuvastatin (Rosuvastatin Calcium),False,1,Rosuvastatin
"Rotavirus vaccine (live, oral, monovalent)",938,https://greenbook.nafdac.gov.ng/ingredient/products/938,37,"Rotavirus vaccine (live, oral, monovalent)",True,3,Rotavirus vaccine (live | oral | monovalent)
"Rotavirus vaccine (live, oral, pentavalent)",1433,https://greenbook.nafdac.gov.ng/ingredient/products/1433,37,"Rotavirus vaccine (live, oral, pentavalent)",True,3,Rotavirus vaccine (live | oral | pentavalent)
Roxithromycin,479,https://greenbook.nafdac.gov.ng/ingredient/products/479,37,Roxithromycin,False,1,Roxithromycin
Ruxolitinib,1199,https://greenbook.nafdac.gov.ng/ingredient/products/1199,37,Ruxolitinib,False,1,Ruxolitinib
"Saccharide for each serotype 1,5, 6A, 7F, 9V, 14, 19A, 19F and 23F; Saccharide for serotype 6B",2101,https://greenbook.nafdac.gov.ng/ingredient/products/2101,37,"Saccharide for each serotype 1, 5, 6A, 7F, 9V, 14, 19A, 19F and 23F; Saccharide for serotype 6B",True,9,Saccharide for each serotype 1 | 19A | 19F and 23F | Saccharide for serotype 6B
Saccharomyces boulardii,199,https://greenbook.nafdac.gov.ng/ingredient/products/199,37,Saccharomyces boulardii,False,1,Saccharomyces boulardii
Sacubitril; Valsartan,991,https://greenbook.nafdac.gov.ng/ingredient/products/991,37,Sacubitril; Valsartan,True,2,Sacubitril | Valsartan
Salbutamol (Salbutamol Sulfate),385,https://greenbook.nafdac.gov.ng/ingredient/products/385,37,Salbutamol (Salbutamol Sulfate),False,1,Salbutamol
Salbutamol (Salbutamol Sulfate); Ambroxol Hydrochloride; Guaifenesin; Menthol,410,https://greenbook.nafdac.gov.ng/ingredient/products/410,37,Salbutamol (Salbutamol Sulfate); Ambroxol Hydrochloride; Guaifenesin; Menthol,True,4,Salbutamol | Ambroxol | Guaifenesin | Menthol
Salbutamol (Salbutamol Sulfate); Beclometasone,386,https://greenbook.nafdac.gov.ng/ingredient/products/386,37,Salbutamol (Salbutamol Sulfate); Beclometasone,True,2,Salbutamol | Beclometasone
Salbutamol (Salbutamol Sulfate); Bromhexine (Bromhexine Hydrochloride); Guaifenesin,404,https://greenbook.nafdac.gov.ng/ingredient/products/404,37,Salbutamol (Salbutamol Sulfate); Bromhexine (Bromhexine Hydrochloride); Guaifenesin,True,3,Salbutamol | Bromhexine | Guaifenesin
Salbutamol (Salbutamol Sulfate); Bromhexine (Bromhexine Hydrochloride); Guaifenesin; Menthol,1016,https://greenbook.nafdac.gov.ng/ingredient/products/1016,37,Salbutamol (Salbutamol Sulfate); Bromhexine (Bromhexine Hydrochloride); Guaifenesin; Menthol,True,4,Salbutamol | Bromhexine | Guaifenesin | Menthol
Salbutamol (Salbutamol Sulfate); Ipratropium,387,https://greenbook.nafdac.gov.ng/ingredient/products/387,37,Salbutamol (Salbutamol Sulfate); Ipratropium,True,2,Salbutamol | Ipratropium
Salbutamol (Salbutamol Sulfate); Theophylline,388,https://greenbook.nafdac.gov.ng/ingredient/products/388,37,Salbutamol (Salbutamol Sulfate); Theophylline,True,2,Salbutamol | Theophylline
Salbutamol (Salbutamol Sulfate); Theophylline; Chlorphenamine,389,https://greenbook.nafdac.gov.ng/ingredient/products/389,37,Salbutamol (Salbutamol Sulfate); Theophylline; Chlorphenamine,True,3,Salbutamol | Theophylline | Chlorphenamine
Salicylic acid,896,https://greenbook.nafdac.gov.ng/ingredient/products/896,37,Salicylic acid,False,1,Salicylic acid
Salicylic acid; Lactic acid; Polidocanol,897,https://greenbook.nafdac.gov.ng/ingredient/products/897,37,Salicylic acid; Lactic acid; Polidocanol,True,3,Salicylic acid | Lactic acid | Polidocanol
Salicylic Acid; Sulfur,1557,https://greenbook.nafdac.gov.ng/ingredient/products/1557,37,Salicylic Acid; Sulfur,True,2,Salicylic Acid | Sulfur
"Salmonella vaccine, Inactivated",2236,https://greenbook.nafdac.gov.ng/ingredient/products/2236,37,"Salmonella vaccine, Inactivated",True,2,Salmonella vaccine | Inactivated
"Salmonella vaccine, Live",2231,https://greenbook.nafdac.gov.ng/ingredient/products/2231,37,"Salmonella vaccine, Live",True,2,Salmonella vaccine | Live
Sanitary Pads,1984,https://greenbook.nafdac.gov.ng/ingredient/products/1984,37,Sanitary Pads,False,1,Sanitary Pads
Sanitary Pads; Pantyliner,2112,https://greenbook.nafdac.gov.ng/ingredient/products/2112,37,Sanitary Pads; Pantyliner,True,2,Sanitary Pads | Pantyliner
Sanitiser,2106,https://greenbook.nafdac.gov.ng/ingredient/products/2106,37,Sanitiser,False,1,Sanitiser
Sanitizer,2138,https://greenbook.nafdac.gov.ng/ingredient/products/2138,37,Sanitizer,False,1,Sanitizer
Saponated Cresol,913,https://greenbook.nafdac.gov.ng/ingredient/products/913,37,Saponated Cresol,False,1,Saponated Cresol
Saquinavir,600,https://greenbook.nafdac.gov.ng/ingredient/products/600,37,Saquinavir,False,1,Saquinavir
Satralizumab,1773,https://greenbook.nafdac.gov.ng/ingredient/products/1773,37,Satralizumab,False,1,Satralizumab
Saxagliptin,1949,https://greenbook.nafdac.gov.ng/ingredient/products/1949,37,Saxagliptin,False,1,Saxagliptin
Scalp Vein Set,2128,https://greenbook.nafdac.gov.ng/ingredient/products/2128,37,Scalp Vein Set,False,1,Scalp Vein Set
Scrub Antiseptic Liquid,1992,https://greenbook.nafdac.gov.ng/ingredient/products/1992,37,Scrub Antiseptic Liquid,False,1,Scrub Antiseptic Liquid
Secnidazole,558,https://greenbook.nafdac.gov.ng/ingredient/products/558,37,Secnidazole,False,1,Secnidazole
Securinine,612,https://greenbook.nafdac.gov.ng/ingredient/products/612,37,Securinine,False,1,Securinine
Selenium sulfide,854,https://greenbook.nafdac.gov.ng/ingredient/products/854,37,Selenium sulfide,False,1,Selenium sulfide
Senna,205,https://greenbook.nafdac.gov.ng/ingredient/products/205,37,Senna,False,1,Senna
Serratiopeptidase,123,https://greenbook.nafdac.gov.ng/ingredient/products/123,37,Serratiopeptidase,False,1,Serratiopeptidase
