generic_name,generic_name_lower,source_ingredient,ingredient_id,is_combination,nafdac_url
Dipyrone,dipyrone,Tiamulin hydrogen fumarate; Chlortetracycline; Bromhexine HCl; Dipyrone,1934,True,https://greenbook.nafdac.gov.ng/ingredient/products/1934
Disinfectant,disinfectant,Disinfectant,2157,False,https://greenbook.nafdac.gov.ng/ingredient/products/2157
Disodium Edetate,disodium edetate,Urea; Latic acid; Glycine; Ammonium chloride; Sodium Chloride; Potassium chloride; Calcium lactate; Magnesium chloride; Sodium dihydrogen phosphate dihydrate; Stearic acid; Cetyl Alcohol; Glycerin; Disodium Edetate,1681,True,https://greenbook.nafdac.gov.ng/ingredient/products/1681
Disopyramide,disopyramide,Disopyramide,287,False,https://greenbook.nafdac.gov.ng/ingredient/products/287
Dithranol,dithranol,Dithranol,892,False,https://greenbook.nafdac.gov.ng/ingredient/products/892
dl-Camphor,dl-camphor,Methyl Salicylate; l-Menthol; dl-Camphor; Tocopherol Acetate,1650,True,https://greenbook.nafdac.gov.ng/ingredient/products/1650
DL-Methionine,dl-methionine,Vitamin A; Colecalciferol; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Cyanocobalamin; Nicotinamide; Folic Acid; Dexpanthenol; Lysine Hydrochloride; Glutamic Acid; DL-Methionine,1745,True,https://greenbook.nafdac.gov.ng/ingredient/products/1745
Dobutamine,dobutamine,Dobutamine,224,False,https://greenbook.nafdac.gov.ng/ingredient/products/224
Docetaxel,docetaxel,Docetaxel (Docetaxel Trihydrate),729,False,https://greenbook.nafdac.gov.ng/ingredient/products/729
Docosahexaenoic acid,docosahexaenoic acid,Vit C; Niacin; Vit E; Pantothenic acid; Vit B6; Vit B2; Vit B1; Folic acid; Vit B12; Biotin; Iodine; Omega-3 fatty acids; Docosahexaenoic acid (DHA); Eicosapentaenoic acid (EPA),1442,True,https://greenbook.nafdac.gov.ng/ingredient/products/1442
Docusate,docusate,Docusate sodium,1491,False,https://greenbook.nafdac.gov.ng/ingredient/products/1491
DOLUTEGRAVIR,dolutegravir,"ABACAVIR, DOLUTEGRAVIR, LAMIVUDINE",2335,True,https://greenbook.nafdac.gov.ng/ingredient/products/2335
Domiphen,domiphen,Xylometazoline Hydrochloride; Domiphen,999,True,https://greenbook.nafdac.gov.ng/ingredient/products/999
Domiphen bromide,domiphen bromide,Domiphen bromide,829,False,https://greenbook.nafdac.gov.ng/ingredient/products/829
Domperidone,domperidone,Domperidone (Domperidone Maleate),207,False,https://greenbook.nafdac.gov.ng/ingredient/products/207
Donepezil,donepezil,Donepezil hydrochloride,61,False,https://greenbook.nafdac.gov.ng/ingredient/products/61
Dopamine,dopamine,Dopamine,225,False,https://greenbook.nafdac.gov.ng/ingredient/products/225
Dorzolamide,dorzolamide,Dorzolamide (Dorzolamide Hydrochloride),1159,False,https://greenbook.nafdac.gov.ng/ingredient/products/1159
Doxazosin,doxazosin,Doxazosin (Doxazosin Mesilate),247,False,https://greenbook.nafdac.gov.ng/ingredient/products/247
Doxepin,doxepin,Doxepin,1505,False,https://greenbook.nafdac.gov.ng/ingredient/products/1505
Doxorubicin,doxorubicin,Doxorubicin Hydrochloride,714,False,https://greenbook.nafdac.gov.ng/ingredient/products/714
Doxycycline,doxycycline,Artesunate; Doxycycline,539,True,https://greenbook.nafdac.gov.ng/ingredient/products/539
Doxylamine,doxylamine,Codeine Phosphate; Paracetamol; Caffeine; Doxylamine,1188,True,https://greenbook.nafdac.gov.ng/ingredient/products/1188
Doxylamine Succinate,doxylamine succinate,Dextromethorphan; Phenylephrine Hydrochloride; Doxylamine Succinate; Acetaminophen,1699,True,https://greenbook.nafdac.gov.ng/ingredient/products/1699
Dried Aluminium Hydroxide,dried aluminium hydroxide,Alginic Acid; Magnesium Hydroxide; Dried Aluminium Hydroxide; Sodium Bicarbonate,2268,True,https://greenbook.nafdac.gov.ng/ingredient/products/2268
Dried Aluminum Hydroxide,dried aluminum hydroxide,Dried Aluminum Hydroxide; Magnesium Hydroxide; Simethicone,2257,True,https://greenbook.nafdac.gov.ng/ingredient/products/2257
Drospirenone,drospirenone,Ethinylestradiol; Drospirenone,682,True,https://greenbook.nafdac.gov.ng/ingredient/products/682
Drotaverine,drotaverine,Drotaverine Hydrochloride,183,False,https://greenbook.nafdac.gov.ng/ingredient/products/183
Duloxetine,duloxetine,Duloxetine,1339,False,https://greenbook.nafdac.gov.ng/ingredient/products/1339
Dutasteride,dutasteride,Dutasteride,696,False,https://greenbook.nafdac.gov.ng/ingredient/products/696
Dydrogesterone,dydrogesterone,Dydrogesterone,649,False,https://greenbook.nafdac.gov.ng/ingredient/products/649
Ear Wax & Hygiene Products,ear wax & hygiene products,Ear Wax & Hygiene Products,2116,False,https://greenbook.nafdac.gov.ng/ingredient/products/2116
Ebastine,ebastine,Ebastine,1272,False,https://greenbook.nafdac.gov.ng/ingredient/products/1272
Ebola vaccine,ebola vaccine,Ebola vaccine,2083,False,https://greenbook.nafdac.gov.ng/ingredient/products/2083
Econazole,econazole,Triamcinolone; Econazole; Gentamicin,847,True,https://greenbook.nafdac.gov.ng/ingredient/products/847
Edrophonium,edrophonium,Edrophonium,971,False,https://greenbook.nafdac.gov.ng/ingredient/products/971
EDTA,edta,Hydroxide Peroxide; Sodium Lauryl Sulphate; Phosphoric Acid; Sodium EDTA,1752,True,https://greenbook.nafdac.gov.ng/ingredient/products/1752
Efavirenz,efavirenz,Abacavir; Lamivudine; Efavirenz,1467,True,https://greenbook.nafdac.gov.ng/ingredient/products/1467
Eflornithine,eflornithine,Eflornithine,564,False,https://greenbook.nafdac.gov.ng/ingredient/products/564
Egg drop syndrome  and Infectious bursal  disease vaccine,egg drop syndrome  and infectious bursal  disease vaccine,"Combined Newcastle disease, Avian infectious bronchitis, Egg drop syndrome (Adenovirus) and Infectious bursal (gumboro) disease vaccine, Inactivated",2235,True,https://greenbook.nafdac.gov.ng/ingredient/products/2235
Egg drop syndrome  and Mycoplasma gallisepticum vaccine,egg drop syndrome  and mycoplasma gallisepticum vaccine,"Combined Newcastle disease, Avian infectious bronchitis, Egg drop syndrome (Adenovirus) and Mycoplasma gallisepticum vaccine, Inactivated",2234,True,https://greenbook.nafdac.gov.ng/ingredient/products/2234
Eicosapentaenoic acid,eicosapentaenoic acid,Vit C; Niacin; Vit E; Pantothenic acid; Vit B6; Vit B2; Vit B1; Folic acid; Vit B12; Biotin; Iodine; Omega-3 fatty acids; Docosahexaenoic acid (DHA); Eicosapentaenoic acid (EPA),1442,True,https://greenbook.nafdac.gov.ng/ingredient/products/1442
Elvitegravir,elvitegravir,Elvitegravir; Cobicistat; Emtricitabine; Tenofovir Alafenamide Fumarate,1322,True,https://greenbook.nafdac.gov.ng/ingredient/products/1322
Emicizumab,emicizumab,Emicizumab,1775,False,https://greenbook.nafdac.gov.ng/ingredient/products/1775
Empagliflozin,empagliflozin,Empagliflozin,1526,False,https://greenbook.nafdac.gov.ng/ingredient/products/1526
Emtricitabine,emtricitabine,Dolutegravir (Dolutegravir Sodium); Emtricitabine; Tenofovir Alafenamide Fumarate,1618,True,https://greenbook.nafdac.gov.ng/ingredient/products/1618
Enalapril,enalapril,Enalapril Maleate,226,False,https://greenbook.nafdac.gov.ng/ingredient/products/226
Encorafenib,encorafenib,Encorafenib,1676,False,https://greenbook.nafdac.gov.ng/ingredient/products/1676
Endotracheal Tubes,endotracheal tubes,Endotracheal Tubes,2151,False,https://greenbook.nafdac.gov.ng/ingredient/products/2151
Enoxaparin,enoxaparin,Enoxaparin,333,False,https://greenbook.nafdac.gov.ng/ingredient/products/333
Enrofloxacin,enrofloxacin,Enrofloxacin,2036,False,https://greenbook.nafdac.gov.ng/ingredient/products/2036
Entecavir,entecavir,Entecavir,1469,False,https://greenbook.nafdac.gov.ng/ingredient/products/1469
EPA,epa,Cod liver oil; DHA; EPA; Vit A; Vit D; Vit E; Vit B1; Vit B2; Vit B3; Vit B6; Vit C; Pantothenic acid,1452,True,https://greenbook.nafdac.gov.ng/ingredient/products/1452
Ephedrine,ephedrine,Ephedrine HCl; Diphenhydramine HCl; Ammonium Chloride,1740,True,https://greenbook.nafdac.gov.ng/ingredient/products/1740
Ephedrine  BP,ephedrine  bp,Chlorpheniramine Maleate BP; Ammonium Chloride BP; Sodium Citrate BP; Menthol USP; Ephedrine Hydrochloride BP,2069,True,https://greenbook.nafdac.gov.ng/ingredient/products/2069
Epimestrol,epimestrol,Epimestrol,1510,False,https://greenbook.nafdac.gov.ng/ingredient/products/1510
Epinephrine,epinephrine,Epinephrine (Epinephrine Hydrochloride),288,False,https://greenbook.nafdac.gov.ng/ingredient/products/288
Epirubicin,epirubicin,Epirubicin Hydrochloride,715,False,https://greenbook.nafdac.gov.ng/ingredient/products/715
Epoetin alfa,epoetin alfa,Epoetin alfa (Recombinant human erythropoietin),331,False,https://greenbook.nafdac.gov.ng/ingredient/products/331
Epoetin Beta,epoetin beta,Epoetin Beta,2063,False,https://greenbook.nafdac.gov.ng/ingredient/products/2063
Erenumab,erenumab,Erenumab,1969,False,https://greenbook.nafdac.gov.ng/ingredient/products/1969
Ergocalciferol,ergocalciferol,Ergocalciferol,351,False,https://greenbook.nafdac.gov.ng/ingredient/products/351
Ergometrine,ergometrine,Ergometrine maleate,665,False,https://greenbook.nafdac.gov.ng/ingredient/products/665
Ergotamine,ergotamine,Ergotamine tartrate,1010,False,https://greenbook.nafdac.gov.ng/ingredient/products/1010
Ertapenem,ertapenem,Ertapenem,1176,False,https://greenbook.nafdac.gov.ng/ingredient/products/1176
Erythromycin,erythromycin,Erythromycin,1164,False,https://greenbook.nafdac.gov.ng/ingredient/products/1164
Erythromycin lactobionate,erythromycin lactobionate,Erythromycin lactobionate,478,False,https://greenbook.nafdac.gov.ng/ingredient/products/478
Erythropoietin,erythropoietin,Erythropoietin,1778,False,https://greenbook.nafdac.gov.ng/ingredient/products/1778
Escitalopram,escitalopram,Escitalopram (Escitalopram Oxalate),20,False,https://greenbook.nafdac.gov.ng/ingredient/products/20
Esculin,esculin,Hydrocortisone; Cinchocaine; Neomycin; Esculin,1087,True,https://greenbook.nafdac.gov.ng/ingredient/products/1087
Esomeprazole,esomeprazole,Esomeprazole (Esomeprazole Magnesium),171,False,https://greenbook.nafdac.gov.ng/ingredient/products/171
Essential Phospholipids,essential phospholipids,Essential Phospholipids,1288,False,https://greenbook.nafdac.gov.ng/ingredient/products/1288
Estradiol,estradiol,Estradiol,648,False,https://greenbook.nafdac.gov.ng/ingredient/products/648
Estradiol valerate,estradiol valerate,Estradiol valerate,1942,False,https://greenbook.nafdac.gov.ng/ingredient/products/1942
Etanercept,etanercept,Etanercept,94,False,https://greenbook.nafdac.gov.ng/ingredient/products/94
Ethambutol,ethambutol,Ethambutol Hydrochloride,501,False,https://greenbook.nafdac.gov.ng/ingredient/products/501
Ethanol,ethanol,Ethanol,915,False,https://greenbook.nafdac.gov.ng/ingredient/products/915
Ethanolamine oleate,ethanolamine oleate,Ethanolamine oleate,307,False,https://greenbook.nafdac.gov.ng/ingredient/products/307
Ether,ether,"Ether, Anaesthetic",131,True,https://greenbook.nafdac.gov.ng/ingredient/products/131
Ethinylestradiol,ethinylestradiol,Ethinylestradiol,647,False,https://greenbook.nafdac.gov.ng/ingredient/products/647
Ethosuximide,ethosuximide,Ethosuximide,34,False,https://greenbook.nafdac.gov.ng/ingredient/products/34
Ethyl Alcohol,ethyl alcohol,Ethyl Alcohol,1670,False,https://greenbook.nafdac.gov.ng/ingredient/products/1670
Ethyl salicylate,ethyl salicylate,Methyl salicylate; Ethyl salicylate; 2-Hydroxyethyl salicylate; Methyl nicotinate,1338,True,https://greenbook.nafdac.gov.ng/ingredient/products/1338
Etifoxine,etifoxine,Etifoxine,1209,False,https://greenbook.nafdac.gov.ng/ingredient/products/1209
Etonogestrel,etonogestrel,Etonogestrel,693,False,https://greenbook.nafdac.gov.ng/ingredient/products/693
Etoposide,etoposide,Etoposide,721,False,https://greenbook.nafdac.gov.ng/ingredient/products/721
Etoricoxib,etoricoxib,Etoricoxib,1173,False,https://greenbook.nafdac.gov.ng/ingredient/products/1173
Etravirine,etravirine,Etravirine,1249,False,https://greenbook.nafdac.gov.ng/ingredient/products/1249
Eucalptus oil,eucalptus oil,Diclofenac; Peppermint oil; Turpentine oil; Methyl Salicylate; Eucalptus oil; Benzyl Alcohol,1747,True,https://greenbook.nafdac.gov.ng/ingredient/products/1747
Eucalyptol,eucalyptol,Eucalyptol; Menthol; Methyl Salicylate; Thymol,1871,True,https://greenbook.nafdac.gov.ng/ingredient/products/1871
Eucalyptus oil,eucalyptus oil,Menthol; Eucalyptus oil; Camphor,1420,True,https://greenbook.nafdac.gov.ng/ingredient/products/1420
Eucalytpus oil,eucalytpus oil,Cajuput oil; Clove oil; Eucalytpus oil; Juniperberry oil; Levomenthol,1821,True,https://greenbook.nafdac.gov.ng/ingredient/products/1821
Evening Primrose Oil,evening primrose oil,Evening Primrose Oil,1567,False,https://greenbook.nafdac.gov.ng/ingredient/products/1567
Everolimus,everolimus,Everolimus,1197,False,https://greenbook.nafdac.gov.ng/ingredient/products/1197
Exemestane,exemestane,Exemestane,742,False,https://greenbook.nafdac.gov.ng/ingredient/products/742
Ezetimibe,ezetimibe,Ezetimibe; Simvastatin,1175,True,https://greenbook.nafdac.gov.ng/ingredient/products/1175
Face Masks,face masks,Face Masks,2145,False,https://greenbook.nafdac.gov.ng/ingredient/products/2145
Famotidine,famotidine,Famotidine,172,False,https://greenbook.nafdac.gov.ng/ingredient/products/172
Faricimab,faricimab,Faricimab,1769,False,https://greenbook.nafdac.gov.ng/ingredient/products/1769
Fat,fat,Protein; Fat; Amino Acids; Vitamins,1937,True,https://greenbook.nafdac.gov.ng/ingredient/products/1937
Fat emulsion,fat emulsion,Glucose; Amino acids with Electrolytes; Fat emulsion,1727,True,https://greenbook.nafdac.gov.ng/ingredient/products/1727
Fat emulsions,fat emulsions,Fat emulsions,381,False,https://greenbook.nafdac.gov.ng/ingredient/products/381
Febuxostat,febuxostat,Febuxostat,103,False,https://greenbook.nafdac.gov.ng/ingredient/products/103
Feeding Tube,feeding tube,Feeding Tube,1996,False,https://greenbook.nafdac.gov.ng/ingredient/products/1996
Felodipine,felodipine,Felodipine,282,False,https://greenbook.nafdac.gov.ng/ingredient/products/282
Felypressin,felypressin,Prilocaine; Felypressin,950,True,https://greenbook.nafdac.gov.ng/ingredient/products/950
Fennel oil,fennel oil,Dill oil; Fennel oil; Sodium bicarbonate,1801,True,https://greenbook.nafdac.gov.ng/ingredient/products/1801
Fenofibrate,fenofibrate,Atorvastatin; Fenofibrate,1915,True,https://greenbook.nafdac.gov.ng/ingredient/products/1915
Fenpiverinium Bromide,fenpiverinium bromide,Pitofenone Hydrochloride; Fenpiverinium Bromide; Acetaminophen,1708,True,https://greenbook.nafdac.gov.ng/ingredient/products/1708
Fentanyl,fentanyl,Fentanyl,52,False,https://greenbook.nafdac.gov.ng/ingredient/products/52
Fenyramidol,fenyramidol,Fenyramidol,109,False,https://greenbook.nafdac.gov.ng/ingredient/products/109
feredetate,feredetate,Sodium feredetate; Folic acid; Vitamin B12,1282,True,https://greenbook.nafdac.gov.ng/ingredient/products/1282
Ferric ammonium,ferric ammonium,Ferric ammonium citrate,317,False,https://greenbook.nafdac.gov.ng/ingredient/products/317
Ferrous,ferrous,Ethinylestradiol; Levonorgestrel; Ferrous fumarate,680,True,https://greenbook.nafdac.gov.ng/ingredient/products/680
Ferrous  BP,ferrous  bp,Ferrous Fumarate BP; L-Histidine Hydrochloride; H20 BP; Glycine USP; Thiamine Nitrate BP; Riboflavin BP; Pyridoxine Hydrochloride BP; Folic Acid BP; Cyanocobalamin BP; Ascorbic Acid BP,1654,True,https://greenbook.nafdac.gov.ng/ingredient/products/1654
Ferrous ascorbate,ferrous ascorbate,Ferrous ascorbate,1333,False,https://greenbook.nafdac.gov.ng/ingredient/products/1333
Ferrous Fumerate,ferrous fumerate,"Ferrous Fumerate, Vitamin B1, Vitamin B12, Vitamin B6, Folic Acid",2351,True,https://greenbook.nafdac.gov.ng/ingredient/products/2351
Ferrous gluconate,ferrous gluconate,Ferrous fumarate; Ferrous gluconate; Folic acid,1412,True,https://greenbook.nafdac.gov.ng/ingredient/products/1412
Ferrous Glycine Sulphate,ferrous glycine sulphate,Ferrous Glycine Sulphate; L-Histidine Hydrochloride; L-Lysine Hydrochloride; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Folic acid; Nicotinamide; Cyanocobalamin; Dexpanthenol,1665,True,https://greenbook.nafdac.gov.ng/ingredient/products/1665
Ferrous Iron,ferrous iron,Ferrous Iron,2265,False,https://greenbook.nafdac.gov.ng/ingredient/products/2265
Ferrous succinate,ferrous succinate,Ferrous succinate,316,False,https://greenbook.nafdac.gov.ng/ingredient/products/316
FESTNYSTAT,festnystat,FESTNYSTAT,2340,False,https://greenbook.nafdac.gov.ng/ingredient/products/2340
Fexofenadine,fexofenadine,Fexofenadine Hydrochloride,416,False,https://greenbook.nafdac.gov.ng/ingredient/products/416
Ficu carica,ficu carica,Allium sativum; Xylopia aromatica; Tetraplura tetraptera; Ficu carica; Sterculia urens; Caramel; Nauclea latifolia,1877,True,https://greenbook.nafdac.gov.ng/ingredient/products/1877
Filgrastim,filgrastim,Filgrastim,1429,False,https://greenbook.nafdac.gov.ng/ingredient/products/1429
Finasteride,finasteride,Finasteride,698,False,https://greenbook.nafdac.gov.ng/ingredient/products/698
Fish oil,fish oil,Glucosamine; Chondroitin; Fish oil,1131,True,https://greenbook.nafdac.gov.ng/ingredient/products/1131
Flucloxacillin,flucloxacillin,Amoxicillin; Flucloxacillin,1275,True,https://greenbook.nafdac.gov.ng/ingredient/products/1275
Fluconazole,fluconazole,Fluconazole,513,False,https://greenbook.nafdac.gov.ng/ingredient/products/513
Flucytosine,flucytosine,Flucytosine,519,False,https://greenbook.nafdac.gov.ng/ingredient/products/519
Fludarabine,fludarabine,Fludarabine,1473,False,https://greenbook.nafdac.gov.ng/ingredient/products/1473
Fludrocortisone,fludrocortisone,Fludrocortisone,643,False,https://greenbook.nafdac.gov.ng/ingredient/products/643
Flumazenil,flumazenil,Flumazenil,1306,False,https://greenbook.nafdac.gov.ng/ingredient/products/1306
Flunitrazepam,flunitrazepam,Flunitrazepam,5,False,https://greenbook.nafdac.gov.ng/ingredient/products/5
Fluocinolone,fluocinolone,Fluocinolone; Miconazole; Gentamicin,1190,True,https://greenbook.nafdac.gov.ng/ingredient/products/1190
Fluocinolone acetonide,fluocinolone acetonide,Fluocinolone acetonide,873,False,https://greenbook.nafdac.gov.ng/ingredient/products/873
Fluocinonide,fluocinonide,Fluocinonide,874,False,https://greenbook.nafdac.gov.ng/ingredient/products/874
Fluorescein,fluorescein,Fluorescein,972,False,https://greenbook.nafdac.gov.ng/ingredient/products/972
Fluoride,fluoride,Sodium Fluoride,366,False,https://greenbook.nafdac.gov.ng/ingredient/products/366
Fluorometholone,fluorometholone,Fluorometholone; Tetryzoline Hydrochloride,775,True,https://greenbook.nafdac.gov.ng/ingredient/products/775
Fluorouracil,fluorouracil,Fluorouracil,717,False,https://greenbook.nafdac.gov.ng/ingredient/products/717
Fluoxetine,fluoxetine,Fluoxetine (Fluoxetine Hydrochloride),21,False,https://greenbook.nafdac.gov.ng/ingredient/products/21
Fluphenazine decanoate,fluphenazine decanoate,Fluphenazine decanoate,12,False,https://greenbook.nafdac.gov.ng/ingredient/products/12
Flurbiprofen,flurbiprofen,Flurbiprofen,1587,False,https://greenbook.nafdac.gov.ng/ingredient/products/1587
Flutamide,flutamide,Flutamide,743,False,https://greenbook.nafdac.gov.ng/ingredient/products/743
Fluticasone Furoate,fluticasone furoate,Fluticasone Furoate,818,False,https://greenbook.nafdac.gov.ng/ingredient/products/818
Fluticasone Propionate,fluticasone propionate,Fluticasone Propionate,819,False,https://greenbook.nafdac.gov.ng/ingredient/products/819
Fluvastatin,fluvastatin,Fluvastatin,303,False,https://greenbook.nafdac.gov.ng/ingredient/products/303
Folic acid,folic acid,Ascorbic acid; Beta Carotene; Vit. B12; Vit. D3; Folic acid; Vit. B3; Vit. B6; Vit. B2; Vit. B1; Calcium Pantothenate; Calcium Phosphate; Choline; Copper Sulphate; D-Biotin,1690,True,https://greenbook.nafdac.gov.ng/ingredient/products/1690
FOLIC ACID AND ZINC.,folic acid and zinc.,IRON+B12+ FOLIC ACID AND ZINC.,2312,False,https://greenbook.nafdac.gov.ng/ingredient/products/2312
Folic Acid BP,folic acid bp,Ferrous Fumarate BP; L-Histidine Hydrochloride; H20 BP; Glycine USP; Thiamine Nitrate BP; Riboflavin BP; Pyridoxine Hydrochloride BP; Folic Acid BP; Cyanocobalamin BP; Ascorbic Acid BP,1654,True,https://greenbook.nafdac.gov.ng/ingredient/products/1654
Folic acid Vit B1,folic acid vit b1,Ferrous fumarate; Folic acid Vit B1; Vit B6; Zinc,1393,True,https://greenbook.nafdac.gov.ng/ingredient/products/1393
Follitropin alfa,follitropin alfa,Follitropin alfa,660,False,https://greenbook.nafdac.gov.ng/ingredient/products/660
Fomepizole,fomepizole,Fomepizole,1460,False,https://greenbook.nafdac.gov.ng/ingredient/products/1460
Formaldehyde solution,formaldehyde solution,Formaldehyde solution,900,False,https://greenbook.nafdac.gov.ng/ingredient/products/900
Formoterol,formoterol,Budesonide; Formoterol Fumarate Dihydrate,1340,True,https://greenbook.nafdac.gov.ng/ingredient/products/1340
FORTIFIED PROCAINE PENICILLIN,fortified procaine penicillin,FORTIFIED PROCAINE PENICILLIN,2345,False,https://greenbook.nafdac.gov.ng/ingredient/products/2345
Fosfomycin Trometamol,fosfomycin trometamol,Fosfomycin Trometamol,1854,False,https://greenbook.nafdac.gov.ng/ingredient/products/1854
Fowl cholera vaccine,fowl cholera vaccine,"Fowl cholera vaccine, Inactivated",1789,True,https://greenbook.nafdac.gov.ng/ingredient/products/1789
Fowl Pox Vaccine,fowl pox vaccine,Fowl Pox Vaccine (live virus),1760,False,https://greenbook.nafdac.gov.ng/ingredient/products/1760
Framycetin Sulphate,framycetin sulphate,Framycetin Sulphate; Dexamethasone Sodium Phosphate; Gramicidin,1639,True,https://greenbook.nafdac.gov.ng/ingredient/products/1639
Furazolidone,furazolidone,Furazolidone,497,False,https://greenbook.nafdac.gov.ng/ingredient/products/497
Furosemide,furosemide,Furosemide,227,False,https://greenbook.nafdac.gov.ng/ingredient/products/227
fusidate,fusidate,Sodium fusidate,1795,False,https://greenbook.nafdac.gov.ng/ingredient/products/1795
Fusidic acid,fusidic acid,Betamethasone; Fusidic acid,1308,True,https://greenbook.nafdac.gov.ng/ingredient/products/1308
Gabapentin,gabapentin,Gabapentin,35,False,https://greenbook.nafdac.gov.ng/ingredient/products/35
Gadobutrol,gadobutrol,Gadobutrol,977,False,https://greenbook.nafdac.gov.ng/ingredient/products/977
Gadodiamide,gadodiamide,Gadodiamide,2098,False,https://greenbook.nafdac.gov.ng/ingredient/products/2098
Gadopentetic acid,gadopentetic acid,Gadopentetic acid,978,False,https://greenbook.nafdac.gov.ng/ingredient/products/978
Garlic Oil Concentrate,garlic oil concentrate,Garlic Oil Concentrate,2203,False,https://greenbook.nafdac.gov.ng/ingredient/products/2203
Gauze and Bandages,gauze and bandages,Gauze and Bandages,2006,False,https://greenbook.nafdac.gov.ng/ingredient/products/2006
Gemcitabine,gemcitabine,Gemcitabine (Gemcitabine Hydrochloride),718,False,https://greenbook.nafdac.gov.ng/ingredient/products/718
Gemifloxacin,gemifloxacin,Gemifloxacin (Gemifloxacin Mesylate),463,False,https://greenbook.nafdac.gov.ng/ingredient/products/463
Gemigliptin,gemigliptin,Gemigliptin,1216,False,https://greenbook.nafdac.gov.ng/ingredient/products/1216
Gentamicin,gentamicin,Beclometasone; Clotrimazole; Gentamicin,1108,True,https://greenbook.nafdac.gov.ng/ingredient/products/1108
Gentamicin Sulphate,gentamicin sulphate,Beclomethasone; Clotrimazole; Gentamicin Sulphate; Tolnaftate,1859,True,https://greenbook.nafdac.gov.ng/ingredient/products/1859
Gentamycin,gentamycin,Ketoconazole; Betamethasone; Gentamycin,2089,True,https://greenbook.nafdac.gov.ng/ingredient/products/2089
Gentamycin Sulphate,gentamycin sulphate,Gentamycin Sulphate,2294,False,https://greenbook.nafdac.gov.ng/ingredient/products/2294
Ginger tinct.,ginger tinct.,Sodium bicarbonate; Dill oil; Ginger tinct.,1085,True,https://greenbook.nafdac.gov.ng/ingredient/products/1085
Ginger Tincture,ginger tincture,"Dill Oil, Sodium Bicarbonate, Sodium Citrate, Ginger Tincture",2285,True,https://greenbook.nafdac.gov.ng/ingredient/products/2285
Ginseng,ginseng,Haemoglobin; Vitamins; Minerals; Amino acids; Ginseng; Green tea; Coenzyme Q10,1932,True,https://greenbook.nafdac.gov.ng/ingredient/products/1932
Ginseng Extract,ginseng extract,Ginseng Extract; Ferrous Fumarate; Vitamin A; Vitamin B1; Vitamin B2; Vitamin B6; Vitamin B12; Vitamin C; Folic Acid; Nicotinamde; Calcium Pantothenate; Zinc Sulphate,1735,True,https://greenbook.nafdac.gov.ng/ingredient/products/1735
Glibenclamide,glibenclamide,Glibenclamide,621,False,https://greenbook.nafdac.gov.ng/ingredient/products/621
Gliclazide,gliclazide,Gliclazide,622,False,https://greenbook.nafdac.gov.ng/ingredient/products/622
Glimepiride,glimepiride,Glimepiride,623,False,https://greenbook.nafdac.gov.ng/ingredient/products/623
GLIMPERIDE,glimperide,"GLIMPERIDE, METFORMIN",2341,True,https://greenbook.nafdac.gov.ng/ingredient/products/2341
Glipizide,glipizide,Glipizide,624,False,https://greenbook.nafdac.gov.ng/ingredient/products/624
Gloves,gloves,Gloves,2132,False,https://greenbook.nafdac.gov.ng/ingredient/products/2132
Glucagon,glucagon,Glucagon (rDNA Origin) (Glucagon Hydrochloride),1195,False,https://greenbook.nafdac.gov.ng/ingredient/products/1195
Glucosamine,glucosamine,Glucosamine,1127,False,https://greenbook.nafdac.gov.ng/ingredient/products/1127
Glucose,glucose,Anhydrous Glucose; Sodium Chloride; Sodium Citrate; Potassium Chloride,1655,True,https://greenbook.nafdac.gov.ng/ingredient/products/1655
Glucose D,glucose d,Glucose D,1962,False,https://greenbook.nafdac.gov.ng/ingredient/products/1962
Glutamic Acid,glutamic acid,Vitamin A; Colecalciferol; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Cyanocobalamin; Nicotinamide; Folic Acid; Dexpanthenol; Lysine Hydrochloride; Glutamic Acid; DL-Methionine,1745,True,https://greenbook.nafdac.gov.ng/ingredient/products/1745
Glutaral,glutaral,Glutaral,901,False,https://greenbook.nafdac.gov.ng/ingredient/products/901
Glutodine,glutodine,Glutodine; Arginine,369,True,https://greenbook.nafdac.gov.ng/ingredient/products/369
Glycerin,glycerin,Urea; Latic acid; Glycine; Ammonium chloride; Sodium Chloride; Potassium chloride; Calcium lactate; Magnesium chloride; Sodium dihydrogen phosphate dihydrate; Stearic acid; Cetyl Alcohol; Glycerin; Disodium Edetate,1681,True,https://greenbook.nafdac.gov.ng/ingredient/products/1681
Glycerol,glycerol,Calamine; Zinc Oxide; Phenol; Bentonite; Sodium Citrate; Glycerol,1102,True,https://greenbook.nafdac.gov.ng/ingredient/products/1102
Glyceryl trinitrate,glyceryl trinitrate,Glyceryl trinitrate,291,False,https://greenbook.nafdac.gov.ng/ingredient/products/291
Glycine,glycine,Amino Acids; Glycine; Xylitol,1963,True,https://greenbook.nafdac.gov.ng/ingredient/products/1963
