generic_name,generic_name_lower,source_ingredient,ingredient_id,is_combination,nafdac_url
Conjugated estrogens,conjugated estrogens,Conjugated estrogens,1252,False,https://greenbook.nafdac.gov.ng/ingredient/products/1252
Control Solution,control solution,Control Solution,2164,False,https://greenbook.nafdac.gov.ng/ingredient/products/2164
Copper,copper,EPA; DHA; Lutein; Zeaxanthin; Vitamin A; Vitamin C; Vitamin E; Vitamin B2; Zinc; Copper; Selenium,1446,True,https://greenbook.nafdac.gov.ng/ingredient/products/1446
Copper II chloride,copper ii chloride,Liver extract; Vit B1; Vit B2; Nicotinamide; Vit B6; Dexpanthenol; Vit B12; Iron (III) ammonium citrate; Quinine HCl; Copper II chloride,1800,True,https://greenbook.nafdac.gov.ng/ingredient/products/1800
Copper intrauterine devices,copper intrauterine devices,Copper intrauterine devices,689,False,https://greenbook.nafdac.gov.ng/ingredient/products/689
Copper Sulphate,copper sulphate,Ascorbic acid; Beta Carotene; Vit. B12; Vit. D3; Folic acid; Vit. B3; Vit. B6; Vit. B2; Vit. B1; Calcium Pantothenate; Calcium Phosphate; Choline; Copper Sulphate; D-Biotin,1690,True,https://greenbook.nafdac.gov.ng/ingredient/products/1690
Cotrimoxazole,cotrimoxazole,Cotrimoxazole,1889,False,https://greenbook.nafdac.gov.ng/ingredient/products/1889
Cotton Wool,cotton wool,Cotton Wool,2108,False,https://greenbook.nafdac.gov.ng/ingredient/products/2108
COVID-19 Test,covid-19 test,COVID-19 Test,2011,False,https://greenbook.nafdac.gov.ng/ingredient/products/2011
COVID-19 Vaccine,covid-19 vaccine,COVID-19 Vaccine,1755,False,https://greenbook.nafdac.gov.ng/ingredient/products/1755
Creosote,creosote,Tolu Solution; Capsicum Tincture; Creosote; Anise Oil; Liquorice,2043,True,https://greenbook.nafdac.gov.ng/ingredient/products/2043
cromoglicate,cromoglicate,Sodium cromoglicate,779,False,https://greenbook.nafdac.gov.ng/ingredient/products/779
Crotamiton,crotamiton,Crotamiton,860,False,https://greenbook.nafdac.gov.ng/ingredient/products/860
Crystal Violet,crystal violet,Crystal Violet,1715,False,https://greenbook.nafdac.gov.ng/ingredient/products/1715
Crystalline Penicillin,crystalline penicillin,Crystalline Penicillin,1721,False,https://greenbook.nafdac.gov.ng/ingredient/products/1721
Crystalline Sorbitol,crystalline sorbitol,Crystalline Sorbitol; Sodium Citrate; Sodium Lauryl Sulfoacetate,1918,True,https://greenbook.nafdac.gov.ng/ingredient/products/1918
Curculigo pilos,curculigo pilos,Colocynthis Citrullus; Citrus aurantifolia; Curculigo pilos; Nicotiana tabacum; Adenopus breviflorus,1886,True,https://greenbook.nafdac.gov.ng/ingredient/products/1886
Curcuma,curcuma,Glycrrhiza; Terminalia; Zingiber; Curcuma; Mentha,1084,True,https://greenbook.nafdac.gov.ng/ingredient/products/1084
Cyanocobalamin,cyanocobalamin,Cyanocobalamin,311,False,https://greenbook.nafdac.gov.ng/ingredient/products/311
Cyanocobalamin BP,cyanocobalamin bp,Ferrous Fumarate BP; L-Histidine Hydrochloride; H20 BP; Glycine USP; Thiamine Nitrate BP; Riboflavin BP; Pyridoxine Hydrochloride BP; Folic Acid BP; Cyanocobalamin BP; Ascorbic Acid BP,1654,True,https://greenbook.nafdac.gov.ng/ingredient/products/1654
Cyanocobalamine,cyanocobalamine,L-Isoleucine; L-Leucine; L-Lysine Hydrochloride; L-Methonine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Synthetic Retinol Concentrate (Oily form); Cholecalciferol; Alpha Tocopheryl Acetate; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Cyanocobalamine; Nicotinamide; Calcium Pantothenate; Folic Acid,2072,True,https://greenbook.nafdac.gov.ng/ingredient/products/2072
Cyclizine,cyclizine,Cyclizine,1490,False,https://greenbook.nafdac.gov.ng/ingredient/products/1490
Cyclopentolate,cyclopentolate,Cyclopentolate Hydrochloride,1160,False,https://greenbook.nafdac.gov.ng/ingredient/products/1160
Cyclophosphamide,cyclophosphamide,Cyclophosphamide,710,False,https://greenbook.nafdac.gov.ng/ingredient/products/710
Cycloserine,cycloserine,Cycloserine,1621,False,https://greenbook.nafdac.gov.ng/ingredient/products/1621
